公司id,职位名称,工作年限,学历,职位性质,薪资,融资状态,行业领域,招聘岗位id,公司优势,公司规模,公司标签,所在区域,技能标签,公司经度,公司纬度,公司全名
123777,安卓开发,1-3年,本科,全职,8k-12k,不需要融资,"电子商务,企业服务",3832009,国内一流平台，前景超好项目,2000人以上,"['绩效奖金', '交通补助', '定期体检', '通讯津贴']",南山区,"['智能硬件', 'C++', 'Android', 'Java', 'iOS', '移动开发']",113.942638,22.525053,北京通力互联技术服务有限公司
129742,Android开发工程师,3-5年,大专,全职,12k-15k,不需要融资,移动互联网,4244429,"Java,安卓,多线程",150-500人,"['专项奖金', '年底双薪', '带薪年假', '弹性工作']",南山区,"['信息安全', '移动互联网', 'Java', '移动端']",113.953567,22.533789,云易恒基科技（深圳）有限公司
94109,Android开发工程师,1-3年,本科,全职,12k-24k,不需要融资,"移动互联网,文化娱乐",3859963,"团队优秀,提升快,主管请吃饭,机会多",150-500人,"['年底双薪', '股票期权', '带薪年假', '绩效奖金']",南山区,"['Android SDK', 'TCP/IP、HTTP']",113.919981,22.496842,深圳天天看看信息技术有限公司
117217,安卓开发工程师,3-5年,大专,全职,10k-16k,不需要融资,移动互联网,3784038,平台大，福利好,500-2000人,"['年底双薪', '定期体检', '绩效奖金', '技能培训']",南山区,"['C++', 'Android', 'Java']",113.919651,22.495838,深圳市博悦科创科技有限公司
69152,Android开发工程师,3-5年,大专,全职,9k-16k,未融资,"移动互联网,金融",3899992,"行业前景好,发展空间大",150-500人,"['绩效奖金', '领导好', '帅哥多', '美女多']",龙岗区,"['地图', 'Java', '架构']",114.059422,22.603619,深圳市博奥特科技有限公司
26399,Android开发工程师,1-3年,大专,全职,10k-14k,A轮,移动互联网,154981,季度奖+年终奖+期权+无限发展空间,50-150人,"['带薪年假', '绩效奖金', '年度旅游', '扁平管理']",南山区,['移动端'],113.90878594,22.54904639,珠海云迈网络科技有限公司
276586,Android开发工程师,1-3年,本科,全职,12k-20k,A轮,金融,3769909,"腾讯系,团队有活力,福利好",15-50人,"['年底双薪', '股票期权', '带薪年假', '午餐补助']",南山区,"['资深', '移动端', 'C++', 'Java', 'iOS']",113.924857,22.532357,深圳海链科技有限公司
16831,Android开发工程师（顺丰科技）,3-5年,本科,全职,10k-16k,不需要融资,移动互联网,3203305,"六险一金,带薪年假,周末双休,福利待遇好",2000人以上,"['带薪年假', '计算机软件', '管理规范', '定期体检']",南山区,[],113.937987,22.523392,武汉佰钧成技术有限责任公司
451,腾讯云Android高级研发工程师,3-5年,本科,全职,18k-36k,上市公司,"移动互联网 ,游戏",3176408,"大平台,云趋势",2000人以上,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,"['移动端', 'C++', 'Java', 'python', 'golang']",113.93362,22.540719,腾讯科技(深圳)有限公司
62,高级Android开发工程师,3-5年,本科,全职,20k-40k,C轮,"移动互联网,数据服务",4255185,餐补，五险一金,2000人以上,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",宝安区,['移动端'],22.548676,22.548676,北京字节跳动科技有限公司
16609,Android高级开发工程师,3-5年,本科,全职,15k-30k,C轮,"移动互联网,企业服务",4119953,"腾讯系,精英团队,高成长空间,福利优越",150-500人,"['节日礼物', '年底双薪', '技能培训', '绩效奖金']",南山区,"['C++', 'Java']",113.956522,22.539099,深圳市六度人和科技有限公司
66841,Android高级开发工程师,5-10年,本科,全职,12K-24K,不需要融资,移动互联网,2540683,竞争力薪酬，良好氛围，弹性工作制,50-150人,"['股票期权', '带薪年假', '年度旅游', '管理规范']",南山区,['移动端'],113.94354,22.548259,深圳市大辰科技有限公司
117217,Android工程师,1-3年,大专,全职,10k-12k,不需要融资,移动互联网,4199852,平台好,500-2000人,"['年底双薪', '定期体检', '绩效奖金', '技能培训']",福田区,"['Java', '架构']",114.083367,22.544469,深圳市博悦科创科技有限公司
30448,Android 开发,不限,本科,全职,6k-10k,B轮,移动互联网,4091610,"核心产品,平台好,大牛亲自带,团队氛围好",15-50人,"['技能培训', '绩效奖金', '年度旅游', '岗位晋升']",南山区,"['C++', 'Java', 'iOS', '移动端']",113.932749,22.541047,深圳市卓越创想科技有限公司
267,Android系统工程师,3-5年,本科,全职,12k-16k,C轮,"移动互联网,金融",3303106,大牛聚集地,500-2000人,"['技能培训', '俱乐部', '婚育礼金', '下午茶健身房']",南山区,"['金融', '硬件制造', '移动端', 'linux', '系统开发']",113.940802,22.523714,深圳盒子信息科技有限公司
14563,Android开发工程师,3-5年,本科,全职,18k-30k,B轮,移动互联网,3930957,微博控股、游戏化视频社交新项目,150-500人,"['绩效奖金', '股票期权', '年底双薪', '年终分红']",南山区,"['视频', '游戏', '高级', '中级', '移动端']",113.953534,22.542215,深圳市有信网络技术有限公司
69152,高级Android开发工程师,5-10年,本科,全职,15k-25k,未融资,"移动互联网,金融",4096961,"发展平台好,五险一金,双休,晋升空间大",150-500人,"['绩效奖金', '领导好', '帅哥多', '美女多']",福田区,"['SDK', 'Java', '架构']",114.055755,22.533344,深圳市博奥特科技有限公司
2044,高级Android开发工程师,3-5年,本科,全职,10k-20k,C轮,"金融,移动互联网",4148307,"弹性工作制,氛围轻松,下午茶,年度旅游",500-2000人,"['股票期权', '绩效奖金', '年底双薪', '五险一金']",南山区,"['理财', 'C++', 'Java']",113.943551,22.548179,深圳市金斧子网络科技有限公司
144396,Android经理,5-10年,本科,全职,40k-60k,上市公司,"移动互联网,生活服务",3186810,大平台,2000人以上,[],南山区,"['专家', '总监', '资深', 'Java', 'iOS']",113.943073,22.518898,恒大地产集团珠三角房地产开发有限公司
140103,Android开发工程师,3-5年,本科,全职,15k-20k,不需要融资,移动互联网,2939808,"高薪资,大平台,工作餐",500-2000人,[],福田区,"['信息安全', 'C++', 'Java', '移动端', '系统开发']",114.031812,22.531088,深圳市致远优学教育科技有限公司
3956,安卓开发工程师（插件化）,3-5年,大专,全职,18k-20k,不需要融资,金融,4113995,福利待遇好,150-500人,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",南山区,"['Android', 'C++', 'Java']",113.9422,22.54878,深圳市盖威科技有限公司
103503,Android工程师,3-5年,本科,全职,10k-14k,未融资,其他,2851758,"团队有活力,扁平化管理,领导好",150-500人,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",南山区,"['C++', 'Java', '移动端']",113.943841,22.53577,深圳市信义科技有限公司
166335,安卓移动端开发工程师,3-5年,本科,全职,10k-12k,A轮,移动互联网,4096749,"一档医保,免费下午茶,周末双休,福利多多",50-150人,"['专项奖金', '带薪年假', '午餐补助', '定期体检']",南山区,"['游戏', 'Android', 'Java', 'SDK']",113.942084,22.548687,深圳市华阅文化传媒有限公司
451,SNG微视Android工程师,不限,本科,全职,20K-40K,上市公司,"移动互联网 ,游戏",4123059,公司重点项目,2000人以上,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,[],113.93362,22.540719,腾讯科技(深圳)有限公司
69152,中级Android开发工程师,3-5年,本科,全职,10k-20k,未融资,"移动互联网,金融",4085870,"发展空间大,五险一金,双休,生日礼金",150-500人,"['绩效奖金', '领导好', '帅哥多', '美女多']",福田区,"['高级', 'SDK', 'Java', '架构']",114.055755,22.533344,深圳市博奥特科技有限公司
42899,Android开发工程师,3-5年,本科,全职,15k-25k,C轮,"移动互联网,硬件",2800881,"发展空间大,团队氛围好",150-500人,"['年底双薪', '节日礼物', '技能培训', '年度旅游']",南山区,"['高级', '中级', '移动端']",113.941102,22.543473,上海小蚁科技有限公司
62477,中级Android开发工程师,3-5年,本科,全职,10k-20k,A轮,"移动互联网,O2O",3636100,互联网,150-500人,"['年底双薪', '节日礼物', '年度旅游', '岗位晋升']",龙华新区,"['旅游', '移动端', 'Java', 'iOS', '混合开发']",114.05755,22.6023,深圳市零壹移动互联系统有限公司
14563,Android开发工程师（红豆微课）,3-5年,本科,全职,15k-30k,B轮,移动互联网,3827767,技术大牛、薪酬福利好、弹性工作,150-500人,"['绩效奖金', '股票期权', '年底双薪', '年终分红']",南山区,['Java'],113.9554432,22.54207104,深圳市有信网络技术有限公司
9149,中高级安卓开发工程师--华盛通,3-5年,本科,全职,12k-24k,A轮,文化娱乐,3316756,"薪酬福利好,项目前景佳",50-150人,"['节日礼物', '带薪年假', '彩金补贴', '绩效奖金']",南山区,"['Android', 'Java', 'iOS', '系统开发']",113.932742,22.540955,深圳市中网彩网络技术有限公司
165137,android高级开发工程师,3-5年,本科,全职,15k-30k,天使轮,"移动互联网,社交网络",4202907,"薪资给力,氛围轻松,福利好,业务稳定",少于15人,"['股票期权', '弹性工作', '扁平管理', '五险一金']",南山区,"['移动端', '客户端']",113.942712,22.526908,深圳市熠星视界科技有限公司
6730,Android应用工程师,3-5年,本科,全职,15k-25k,上市公司,"移动互联网,硬件",2513040,福利好，发展好，美女多，机会多；,2000人以上,"['五险一金', '年底双薪', '绩效奖金', '通讯津贴']",南山区,"['移动互联网', '移动端']",113.928357,22.56903,TCL多媒体有限公司
172291,Android开发工程师,1-3年,本科,全职,6k-8k,未融资,移动互联网,4217792,"五险一金,帅哥美女多,地处繁华商,领导易相处",15-50人,[],福田区,"['C++', 'Java']",114.045006,22.517998,鲁班长科技（深圳）有限公司
61591,Android高级工程师,3-5年,本科,全职,14k-25k,A轮,"移动互联网,旅游",946441,薪酬优厚，空间无限，最多可分享5%比例股权,15-50人,"['年底双薪', '专项奖金', '股票期权', '岗位晋升']",南山区,"['视频', '移动互联网', 'Java', 'iOS', '移动端']",113.941451,22.541096,深圳市青驿在线科技有限责任公司
251921,Android高级开发工程师,1-3年,大专,全职,10k-20k,未融资,"移动互联网,企业服务",4255519,"发展空间大,弹性工作",150-500人,[],龙华新区,"['web前端', 'iOS', '移动端']",114.000333,22.659221,深圳云网联合手机通讯有限公司
214546,高级Android工程师,3-5年,本科,全职,15k-30k,A轮,"移动互联网,金融",3271421,"创业精神,个人成长,鹅厂文化,期权鼓励",15-50人,"['带薪年假', '股票期权', '扁平管理', '五险一金']",南山区,"['架构师', '移动端', 'Java', 'react-native']",113.946176,22.547781,港优创新（深圳）科技有限公司
204656,安卓开发工程师,3-5年,本科,全职,10k-20k,不需要融资,"移动互联网,社交网络",4203211,"周末双休,节日福利,加班补助,五险一金",15-50人,"['年底双薪', '绩效奖金', '股票期权', '带薪年假']",南山区,['软件开发'],113.919418,22.509455,深圳时代飞轮科技有限公司
43613,Android开发工程师,3-5年,本科,全职,10k-15k,上市公司,"移动互联网,电子商务",3694798,"扁平化管理,上市公司,团队优秀,发展机会多",2000人以上,"['扁平管理', '五险一金', '带薪年假', '年终奖']",南山区,"['中级', '移动端']",113.952498,22.537883,广东乐心医疗电子股份有限公司
207502,Android开发,1-3年,本科,全职,8k-16k,天使轮,移动互联网,3608412,"弹性工作,氛围好,五险一金,年终奖",少于15人,"['年底双薪', '弹性工作', '五险一金', '扁平管理']",南山区,"['视频', 'Java', '移动开发', '架构']",113.963973,22.585805,深圳市十二神兽科技有限公司
451,安卓客户端开发,3-5年,本科,全职,18k-36k,上市公司,"移动互联网 ,游戏",4236935,互联网医疗,2000人以上,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,"['信息安全', 'Android', '移动端', 'C++', 'iOS']",113.935333,22.540406,腾讯科技(深圳)有限公司
177655,Android开发工程师,3-5年,大专,全职,10k-20k,不需要融资,"移动互联网,企业服务",4190857,"领导好,发展空间大,五险一金",15-50人,"['年终分红', '午餐补助', '股票期权', '交通补助']",南山区,"['移动互联网', '移动端', 'Java', 'iOS']",113.94679,22.556374,深圳市生意汇信息技术有限公司
16831,外派顺丰-android开发工程师,3-5年,本科,全职,8k-15k,不需要融资,移动互联网,3177434,"六险一金,做五休二,带薪年假,年度体检",2000人以上,"['带薪年假', '计算机软件', '管理规范', '定期体检']",南山区,"['C++', 'Java', '数据库']",0.0,0.0,武汉佰钧成技术有限责任公司
82781,Android开发工程师,3-5年,本科,全职,18k-36k,A轮,"移动互联网,硬件",3975201,"员工旅游,带薪年薪,年度体检,技术大牛",50-150人,"['节日礼物', '年底双薪', '带薪年假', '扁平管理']",南山区,"['软件开发', 'C++', 'Java', 'iOS']",0.0,0.0,图麟信息科技（上海）有限公司
117217,Android开发工程师,1-3年,大专,全职,10k-16k,不需要融资,移动互联网,4010763,大平台 发展好,500-2000人,"['年底双薪', '定期体检', '绩效奖金', '技能培训']",南山区,"['金融', '软件开发', 'Java']",113.919651,22.495838,深圳市博悦科创科技有限公司
144191,Android开发工程师 【西安】,3-5年,大专,全职,15k-25k,A轮,"移动互联网,社交网络",4142975,"弹性工作,扁平管理,五险一金,健身福利",50-150人,"['扁平化管理', '弹性工作制', '健身福利', '设备补助']",南山区,"['视频', 'iOS', '移动端']",114.02583,22.536247,西安逆袭网络科技有限公司
24383,高级Android开发工程师,3-5年,大专,全职,15k-22k,未融资,"移动互联网,电子商务",4204851,"五险一金,下午茶,弹性工作",50-150人,"['绩效奖金', '年底双薪', '五险一金', '带薪年假']",南山区,"['资深', 'Java', '架构']",113.993543,21.993674,深圳市数字尾巴科技有限公司
